ACCOUNT_ID,PROD_CD,REGION,RATING_GRADE,DRAWN_BAL,UNDRAWN,DPD,FORBEARANCE,WATCHLIST,DEFAULT_IND,IO_FLAG,MONTHLY_PAYMENT,EIR,REMAIN_TERM_M,LTV,PD_LIFETIME_ORIG
NB010005411,2100,MID,8,396866.61,0.0,0,N,N,N,N,2138.37,5.0344,219,81.4,0.034659
NB010005418,2400,SE,9,12405.35,0,0,N,N,N,N,206.17,0.1915,71,0.0,0.053353
NB010005425,2110,LON,1,135615.57,0.0,0,N,N,N,N,2667.11,3.5802,60,77.7,0.000693
NB010005432,2101,LON,8,386689.99,0.0,0,N,N,N,N,2851.84,3.6327,160,69.7,0.046486
NB010005439 ,2130,SCO,6,354209.5,0.0,130,N,N,Y,N,5886.86,6.8981,71,66.9,0.019719
NB010005446,2600,MID,4,944.19,55.81,0,N,N,N,N,19.9,0.3045,56,0.0,0.005798
NB010005453,2400,SE,2,23637.79,0,0,N,N,N,N,353.07,0.1681,79,0.0,0.00144
NB010005460,2700,LON,5,42496.16,0,0,N,N,N,N,1671.52,0.0646,30,0.0,0.008098
NB010005467,2400,NE,10,8147.29,0,0,N,N,N,N,534.1,0.2188,18,0.0,0.042922
NB010005474 ,2120,NI,3,362976.81,0.0,0,N,N,N,N,11897.57,5.0497,36,72.9,0.002728
NB010005481,2100,NI,5,188559.07,0.0,0,N,N,N,N,789.01,5.2246,282,60.4,0.01033
NB010005488,2400,MID,7,7369.1,2500,0,N,N,N,N,124.22,0.1878,70,0.0,0.039315
NB010005495,2110,SCO,5,596760.87,0.0,,N,N,N,N,8587.53,6.0762,82,76.9,0.006536
NB010005502 ,2110,SCO,9,391032.67,0.0,0,N,N,N,N,2507.71,4.444,184,79.3,0.051122
NB010005509,2400,NI,15,36329.34,0,0,N,Y,Y,N,857.37,0.219,50,0.0,0.075229
NB010005516,2110,NW,7,382061.97,0.0,0,N,N,N,N,1747.42,4.4733,258,68.9,0.036642
NB010005523,2600,NI,7,121.26,2378.74,0,N,N,N,N,5.11,0.3025,28,0.0,0.022931
NB010005530,2100,SW,3,512236.16,0.0,0,N,N,N,N,7371.2,2.3767,82,84.8,0.003079
NB010005537 ,2100,NI,10,400888.65,0.0,0,N,N,N,N,5840.11,4.4795,81,61.5,0.080037
NB010005544,2101,SW,12,502391.77,0.0,999,N,N,N,N,8120.85,5.4395,73,72.0,0.064178
NB010005551 ,2130,WAL,6,608389.66,0.0,0,N,N,N,N,17947.49,4.6164,40,64.5,0.019369
NB010005558,2100,LON,7,379577.38,0.0,999,N,N,N,N,4524.26,5.1868,99,55.4,0.027034
NB010005565,2400,SW,7,41284.01,0,0,N,N,N,N,601.42,0.1577,81,0.0,0.022724
NB010005572,2500,SE,6,412.71,1087.29,0,N,N,N,N,16.23,0.2019,30,0.0,0.012809
NB010005579,2500,MID,2,1552.94,1447.06,0,N,N,N,N,26.18,0.3476,70,0.0,0.001045
NB010005586 ,2101,WAL,6,452991.86,0.0,0,N,N,N,N,3873.41,3.0008,138,74.6,0.021557
NB010005593,2600,WAL,3,2112.7,387.3,0,N,Y,N,N,191.77,0.2845,13,0.0,0.002246
NB010005600,2500,SE,2,703.07,796.93,0,N,N,N,N,23.05,0.2278,36,0.0,0.001131
NB010005607,2500,SE,6,4457.29,3542.71,0,N,N,N,N,150.27,0.2269,35,0.0,0.022405
NB010005614,2500,SW,8,3621.54,8378.46,0,N,N,N,N,194.25,0.2608,22,0.0,0.035233
NB010005621,2101,SCO,5,341903.98,0.0,0,N,N,N,Y,0.0,4.1154,103,70.7,0.006895
NB010005628,2400,WAL,7,9822.93,0,0,N,N,N,N,214.65,0.1185,54,0.0,0.019709
NB010005635,2110,MID,10,486663.54,0.0,0,N,N,N,N,3172.72,5.0919,181,69.1,0.053122
NB010005642,2100,NI,5,564398.74,0.0,0,N,N,N,N,2328.64,3.8882,286,72.2,0.007189
NB010005649 ,2120,NI,14,260465.11,0.0,0,N,N,N,N,2164.43,5.7885,142,73.1,0.130757
NB010005656,2100,LON,7,143215.49,0.0,0,N,N,N,N,1181.78,3.5991,143,49.5,0.035787
NB010005663,2400,NE,11,8045.97,0,0,N,N,N,N,123.3,0.1968,77,0.0,0.056193
NB010005670 ,2500,SW,6,7056.33,943.67,0,N,N,N,N,297.37,0.3014,28,0.0,0.014681
NB010005677,2100,SW,11,222034.56,0.0,N/A,N,N,N,N,1806.9,3.3412,145,76.1,0.087272
NB010005684,2500,NW,9,2401.33,5598.67,0,N,N,N,N,31.84,0.342,89,0.0,0.05446
NB010005691,2500,MID,7,4140.84,3859.16,0,N,N,N,N,113.63,0.2564,43,0.0,0.021133
NB010005698,2100,NE,11,265976.92,0.0,0,N,N,N,N,3692.39,4.5514,85,68.1,0.086543
NB010005705,2100,WAL,4,390061.29,0.0,0,Y,N,N,N,2542.94,4.0735,181,56.6,0.006773
NB010005712,2600,WAL,8,497.32,2002.68,22,N,N,N,N,20.96,0.1633,28,0.0,0.051646
NB010005719,2100,SCO,4,476492.48,0.0,0,N,N,N,N,1932.17,5.4652,291,64.3,0.004545
NB010005726,2110,SCO,5,580927.59,0.0,130,N,N,Y,N,3626.96,4.1871,189,87.8,0.006538
NB010005733,2100,MID,2,553944.38,0.0,35,N,N,N,N,7690.05,4.5626,85,53.5,0.001766
NB010005740 ,2100,SCO,9,547900.92,0.0,0,N,N,N,N,4861.08,5.46,133,62.9,0.058759
NB010005747,2700,WAL,7,21945.6,0,0,N,N,N,N,616.57,0.0759,42,0.0,0.028974
NB010005754,2100,MID,5,483080.87,0.0,0,N,N,N,N,2478.41,5.3945,230,76.1,0.007864
NB010005761,2500,WAL,6,5545.61,6454.39,47,N,N,N,N,78.84,0.2463,83,0.0,0.01692
NB010005768 ,2600,SE,5,1546.62,953.38,0,N,N,N,N,62.93,0.3226,29,0.0,0.006127
NB010005775,2100,NI,3,450842.56,0.0,0,N,N,N,N,2078.1,5.2414,256,75.6,0.003029
NB010005782,2500,NW,3,1441.88,58.12,0,Y,N,N,N,40.51,0.3009,42,0.0,0.002893
NB010005789,2600,SE,8,230.42,269.58,0,N,N,N,N,5.44,0.2348,50,0.0,0.047203
NB010005796,2120,MID,5,157560.08,0.0,0,N,N,N,N,3575.4,5.3064,52,70.6,0.007367
NB010005803 ,2110,NE,5,113209.86,0.0,47,N,N,N,N,563.66,5.5518,237,73.8,0.010105
NB010005810,2500,NW,15,1418.59,6581.41,0,N,N,Y,N,16.41,0.3265,102,0.0,0.138473
NB010005817,2100,WAL,7,67463.7,0.0,0,N,N,N,N,271.7,2.3711,293,73.8,0.031442
NB010005824 ,2500,NI,1,270.39,1229.61,0,N,N,N,N,3.8,0.1992,84,0.0,0.000819
NB010005831,2110,NW,6,155576.34,0.0,N/A,N,N,N,N,1932.42,5.701,95,81.2,0.018386
NB010005838,2500,MID,8,621.41,2378.59,62,N,N,N,N,48.88,0.1892,15,0.0,0.035904
NB010005845,2110,SCO,9,517710.64,0.0,0,N,N,N,N,7021.82,6.4819,87,68.6,0.044445
NB010005852,2600,LON,4,751.6,248.4,0,N,N,N,N,34.11,0.1795,26,0.0,0.004234
NB010005859 ,2110,LON,4,556355.73,0.0,0,N,N,N,N,5611.11,6.7405,117,75.2,0.005058
NB010005866,2600,MID,9,1513.25,986.75,0,N,N,N,N,68.68,0.2015,26,0.0,0.04015
NB010005873,2500,WAL,2,11711.86,288.14,0,N,N,N,N,691.0,0.3226,20,0.0,0.001575
NB010005880,2110,WAL,6,510770.6,0.0,999,N,N,N,N,9880.48,5.4366,61,77.8,0.024196
NB010005887,2100,NW,6,356758.2,0.0,0,N,N,N,N,2551.36,3.1711,165,66.7,0.014471
NB010005894,2100,WAL,8,582620.83,0.0,0,N,N,N,N,3055.52,4.642,225,61.4,0.03654
NB010005901,2101,SCO,9,200171.05,0.0,0,N,N,N,Y,0.0,5.5991,165,68.2,0.05297
NB010005908,2700,SE,6,4557.08,2500,0,N,N,N,N,59.09,0.095,91,0.0,0.024187
NB010005915,2100,LON,8,162945.36,0.0,0,N,N,N,N,647.39,2.1486,297,55.4,0.029664
NB010005922,2600,WAL,9,2141.6,358.4,0,N,N,N,N,51.57,0.3271,49,0.0,0.063248
NB010005929,2101,LON,9,481192.05,0.0,0,N,N,N,N,5069.7,3.7585,112,68.3,0.061338
NB010005936,2500,MID,5,4988.38,3011.62,0,N,N,N,N,96.5,0.3473,61,0.0,0.006473
NB010005943 ,2500,SE,2,2618.13,381.87,0,N,N,N,N,96.54,0.3478,32,0.0,0.001345
NB010005950,2101,WAL,1,606069.85,0.0,0,N,N,N,N,7011.4,3.7256,102,66.7,0.000728
NB010005957,2600,NI,6,33.58,466.42,0,N,N,N,N,0.71,0.3113,56,0.0,0.016672
NB010005964,2400,NE,7,40242.63,0,0,N,N,N,N,949.73,0.0721,50,0.0,0.034074
NB010005971,2100,WAL,4,204171.36,0.0,0,N,N,N,N,2458.39,4.519,98,63.6,0.004594
NB010005978,2500,WAL,8,2964.05,5035.95,0,N,N,N,N,77.72,0.196,45,0.0,0.035504
NB010005985,2130,NE,4,311866.47,0.0,0,N,N,N,N,4842.14,5.1222,76,55.8,0.004942
NB010005992,2500,SW,8,699.44,4300.56,999,N,Y,N,N,28.46,0.2854,29,0.0,0.034966
NB010005999,2400,NW,8,1660.3,0,0,N,N,N,N,30.14,0.1058,65,0.0,0.043901
NB010006006,2100,LON,10,415767.9,0.0,0,N,N,N,N,2835.87,5.1223,173,71.0,0.069573
NB010006013,2100,NE,5,406242.8,0.0,0,N,N,N,N,3424.05,3.751,140,77.8,0.006487
NB010006020,2500,NW,9,673.89,826.11,0,N,N,N,N,7.16,0.1984,111,0.0,0.059108
NB010006027,2500,LON,3,7678.3,4321.7,0,N,N,N,N,97.42,0.2453,93,0.0,0.003006
NB010006034,2400,LON,6,17759.98,0,0,N,N,N,N,295.17,0.1108,71,0.0,0.020789
NB010006041,2100,SW,3,131814.76,0.0,0,N,N,N,N,801.76,2.4715,194,66.1,0.00307
NB010006048 ,2110,SE,4,85320.92,0.0,0,N,N,N,N,495.95,5.8924,203,74.9,0.005414
NB010006055,2100,SW,7,257236.97,0.0,0,N,N,N,N,2810.55,5.1868,108,83.8,0.031677
NB010006062,2700,LON,9,3327.86,0,,N,N,N,N,74.09,0.1231,53,0.0,0.049105
NB010006069,2400,NI,9,25784.05,2500,0,N,N,N,N,1448.82,0.1132,21,0.0,0.041105
NB010006076,2100,NW,7,249670.32,0.0,0,N,N,N,N,1243.08,5.718,237,59.1,0.032959
NB010006083,2400,NE,4,41092.31,0,0,N,N,N,N,1276.02,0.1508,38,0.0,0.005687
NB010006090,2130,NW,7,161325.98,0.0,0,N,N,N,N,2213.54,7.8055,86,74.7,0.029058
NB010006097,2500,NI,9,2834.92,165.08,0,N,N,N,N,38.9,0.255,86,0.0,0.036243
NB010006104 ,2101,NE,6,251185.01,0.0,0,N,N,N,Y,0.0,2.6567,182,58.6,0.022326
NB010006111 ,2101,LON,12,254820.54,0.0,0,N,N,N,Y,0.0,5.4558,233,43.2,0.083204
NB010006118,2100,NW,14,95203.18,0.0,0,N,N,N,N,464.21,2.4351,242,45.7,0.130681
NB010006125,2101,NE,12,570069.29,0.0,0,N,N,N,N,3099.92,5.8835,217,57.0,0.093446
NB010006132 ,2100,SE,5,46873.59,0.0,0,N,N,N,N,906.74,4.5668,61,42.7,0.010148
NB010006139,2400,NW,3,17895.59,2500,0,N,N,N,N,879.87,0.0978,24,0.0,0.003552
NB010006146,2600,NE,2,894.86,105.14,0,N,N,N,N,52.8,0.2043,20,0.0,0.001067
NB010006153,2100,NE,2,509518.15,0.0,0,N,N,N,N,2102.21,4.9308,286,66.4,0.001966
NB010006160 ,2500,WAL,8,1804.77,10195.23,0,N,N,N,N,46.3,0.3323,46,0.0,0.034635
NB010006167 ,2100,MID,6,170738.02,0.0,0,N,N,N,N,835.98,4.4464,241,68.3,0.016958
NB010006174 ,2500,LON,5,1442.44,57.56,,N,N,N,N,14.67,0.3364,116,0.0,0.007866
NB010006181,2400,SW,6,10327.6,0,0,N,N,N,N,179.21,0.2267,68,0.0,0.012286
NB010006188,2500,NW,2,3561.52,4438.48,0,N,N,N,N,247.21,0.3189,17,0.0,0.001506
NB010006195,2110,WAL,8,213359.99,0.0,0,N,N,N,N,1284.51,6.6882,196,77.5,0.029251
NB010006202,2101,NI,7,558958.68,0.0,0,N,N,N,Y,0.0,5.5785,238,74.6,0.033009
NB010006209,2500,SE,7,552.27,947.73,0,N,N,N,N,11.43,0.2993,57,0.0,0.028455
NB010006216,2101,NW,7,235682.78,0.0,0,N,N,N,N,4713.66,3.7982,59,59.0,0.021224
NB010006223 ,2400,MID,15,43569.42,0,0,N,N,Y,N,901.96,0.0749,57,0.0,0.132843
NB010006230,2400,SCO,8,25787.29,0,0,N,N,N,N,608.58,0.1869,50,0.0,0.045892
NB010006237,2100,MID,4,49192.46,0.0,0,N,N,N,N,372.1,2.1363,156,67.4,0.005274
NB010006244,2500,WAL,9,6988.78,1011.22,0,N,N,N,N,98.18,0.2966,84,0.0,0.054312
NB010006251,2400,SE,3,26585.08,0,0,N,N,N,N,490.16,0.1278,64,0.0,0.002589
NB010006258,2130,MID,8,351274.95,0.0,0,N,N,N,N,15352.02,8.9039,27,75.3,0.039381
NB010006265,2400,SE,3,18831.42,0,0,N,N,N,N,312.97,0.1823,71,0.0,0.003036
NB010006272,2400,SE,4,43046.71,2500,0,N,N,N,N,1881.3,0.1543,27,0.0,0.005546
NB010006279,2700,NE,1,13604.96,0,0,N,N,N,N,167.23,0.1053,96,0.0,0.000691
NB010006286,2100,NE,6,512547.16,0.0,0,N,N,N,N,5929.47,2.255,102,76.4,0.022129
NB010006293 ,2100,NI,15,565346.61,0.0,0,N,N,Y,N,2605.89,5.4358,256,77.7,0.14314
NB010006300,2400,LON,9,2508.16,0,0,N,N,N,N,87.05,0.0735,34,0.0,0.059117
NB010006307,2100,LON,5,373954.77,0.0,0,N,Y,N,N,1772.16,4.2254,249,42.3,0.009171
NB010006314,2100,SE,8,533993.04,0.0,0,N,N,N,N,3706.54,5.6596,170,70.5,0.046997
NB010006321,2100,NW,9,241084.18,0.0,0,N,N,N,N,1061.49,5.2625,268,37.8,0.066287
NB010006328,2600,LON,7,80.52,919.48,0,N,N,N,N,3.52,0.3804,27,0.0,0.036212
NB010006335,2100,SCO,4,535685.06,0.0,0,N,N,N,N,4938.35,4.4228,128,43.2,0.00581
NB010006342,2101,SW,6,439156.45,0.0,999,N,N,N,Y,0.0,2.5358,109,63.8,0.014862
NB010006349,2500,NI,3,9110.77,2889.23,0,N,N,N,N,191.98,0.1931,56,0.0,0.003237
NB010006356,2600,SE,6,864.14,135.86,0,N,N,N,N,37.77,0.2596,27,0.0,0.015786
NB010006363,2700,LON,9,25871.95,0,0,N,N,N,N,744.61,0.1229,41,0.0,0.064722
NB010006370,2100,NW,8,577232.42,0.0,0,N,N,N,N,2724.54,5.1649,250,87.1,0.039199
NB010006377,2600,SCO,4,117.59,382.41,0,N,N,N,N,2.78,0.2534,50,0.0,0.004805
NB010006384,2120,NE,5,119339.56,0.0,0,N,N,N,N,3200.47,7.2582,44,66.8,0.008158
NB010006391,2100,SCO,5,74269.27,0.0,0,N,N,N,N,762.07,3.5485,115,39.4,0.005821
NB010006398,2500,WAL,6,4239.94,760.06,0,N,N,N,N,42.04,0.2364,119,0.0,0.017909
NB010006405,2400,NE,9,5904.6,0,0,N,N,N,N,102.46,0.1801,68,0.0,0.060062
NB010006412,2400,MID,4,4294.82,0,0,N,N,N,N,126.7,0.0728,40,0.0,0.003995
NB010006419,2130,NE,6,187960.87,0.0,0,N,N,N,N,2640.4,5.9084,84,82.2,0.016238
NB010006426,2110,MID,9,447955.78,0.0,0,N,N,N,N,2782.04,3.5049,190,78.0,0.044796
NB010006433,2110,LON,7,443818.25,0.0,0,N,N,N,N,3937.64,6.7169,133,81.7,0.038733
NB010006440,2400,SW,11,28438.39,0,0,Y,N,N,N,500.86,0.2041,67,0.0,0.090148
NB010006447 ,2500,NW,8,3522.59,4477.41,0,N,N,N,N,125.96,0.3277,33,0.0,0.039325
NB010006454,2100,LON,7,207397.87,0.0,N/A,N,N,N,N,3652.68,3.3307,67,53.3,0.020971
NB010006461,2100,NI,7,86240.31,0.0,0,N,N,N,N,862.4,3.0955,118,43.2,0.025625
NB010006468,2110,NW,9,425286.0,0.0,0,N,N,N,N,2302.01,5.6636,218,79.9,0.048756
NB010006475 ,2400,WAL,5,21327.36,0,0,N,Y,N,N,375.62,0.2,67,0.0,0.006966
NB010006482,2400,MID,8,39574.61,0,0,N,N,N,N,1729.56,0.163,27,0.0,0.036913
NB010006489,2400,NE,4,30211.72,2500,0,N,N,N,N,2546.42,0.1228,14,0.0,0.004534
NB010006496,2700,SW,4,23264.29,0,0,N,N,N,N,403.7,0.1067,68,0.0,0.005009
NB010006503,2100,SE,6,70042.74,0.0,0,N,N,N,N,1087.51,4.6031,76,50.1,0.024765
NB010006510,2600,SW,3,1584.79,915.21,0,N,N,N,N,34.0,0.2898,55,0.0,0.003403
NB010006517,2500,LON,5,2034.74,2965.26,0,N,N,N,N,29.28,0.3131,82,0.0,0.009358
NB010006524,2500,NI,7,3161.81,1838.19,0,N,N,N,N,65.46,0.2541,57,0.0,0.021437
NB010006531,2100,SE,9,587248.21,0.0,0,N,N,N,N,6025.68,3.168,115,74.0,0.052306
NB010006538,2500,NE,9,7740.91,259.09,0,N,N,N,N,276.8,0.317,33,0.0,0.051576
NB010006545,2400,SE,4,31498.72,0,0,N,N,N,N,758.54,0.093,49,0.0,0.00421
NB010006552,2500,NI,10,3861.5,8138.5,0,N,N,N,N,105.97,0.1918,43,0.0,0.04464
NB010006559,2400,SE,4,9776.16,0,0,N,N,N,N,607.15,0.1176,19,0.0,0.003582
NB010006566,2100,NE,3,550550.18,0.0,0,N,N,N,N,2415.05,5.4991,269,61.3,0.003488
NB010006573,2500,NW,7,748.27,751.73,0,N,N,N,N,10.9,0.2558,81,0.0,0.027181
NB010006580,2100,NE,8,198782.8,0.0,0,N,N,N,N,3350.91,3.7508,70,43.5,0.030513
NB010006587,2110,LON,4,153581.22,0.0,0,N,N,N,N,635.88,4.3133,285,77.7,0.004858
NB010006594,2110,MID,3,461979.51,0.0,0,N,N,N,N,2189.3,4.4356,249,84.2,0.002665
NB010006601,2100,NW,7,142875.92,0.0,0,N,N,N,N,799.02,5.481,211,75.5,0.034182
NB010006608,2110,NI,12,363255.07,0.0,22,N,N,N,N,1617.51,4.7808,265,85.1,0.055456
NB010006615,2100,SE,3,584500.33,0.0,0,N,N,N,N,3986.77,2.9771,173,50.4,0.002372
NB010006622,2120,LON,3,547488.62,0.0,0,N,N,N,N,5521.68,5.7197,117,80.3,0.002797
NB010006629,2100,SE,4,316579.09,0.0,0,N,N,N,N,4197.34,3.6603,89,66.8,0.006512
NB010006636,2500,SCO,7,2363.17,636.83,0,N,N,N,N,214.5,0.2056,13,0.0,0.026505
NB010006643,2500,NE,8,215.88,1284.12,5,N,N,N,N,4.04,0.2466,63,0.0,0.038887
NB010006650,2110,SCO,4,395223.15,0.0,0,N,N,N,N,6302.21,4.308,74,76.7,0.004249
NB010006657,2120,NI,6,580830.17,0.0,0,N,N,N,N,3916.45,7.9777,175,79.8,0.017616
NB010006664,2110,LON,7,205272.96,0.0,0,N,N,N,N,3510.47,5.8503,69,74.3,0.025042
NB010006671,2400,SW,6,16783.0,0,0,N,N,N,N,707.28,0.1703,28,0.0,0.018367
NB010006678,2500,NW,12,1739.32,3260.68,0,N,N,N,N,19.73,0.2068,104,0.0,0.089984
NB010006685,2100,SCO,3,83892.76,0.0,0,Y,N,N,N,432.29,4.6551,229,84.4,0.002524
NB010006692,2400,NW,6,14515.37,0,0,N,N,N,N,778.55,0.1913,22,0.0,0.018361
NB010006699,2100,WAL,4,119675.0,0.0,0,N,N,N,N,1344.92,2.9048,105,51.6,0.005234
NB010006706,2400,NI,6,21939.37,0,0,N,N,N,N,364.63,0.203,71,0.0,0.025469
NB010006713 ,2400,SCO,10,23084.17,0,0,N,N,N,N,680.98,0.1565,40,0.0,0.047915
NB010006720,2600,SCO,3,607.6,392.4,0,N,N,N,N,42.17,0.3348,17,0.0,0.003287
NB010006727,2100,NW,9,222652.56,0.0,0,N,N,N,N,4307.05,4.3689,61,43.2,0.049811
NB010006734,2101,SCO,8,559631.6,0.0,0,N,N,N,N,4233.11,2.8913,156,70.1,0.029661
NB010006741,2400,NI,9,10467.31,0,0,N,N,N,N,205.86,0.1867,60,0.0,0.062003
NB010006748,2100,LON,2,297878.1,0.0,0,N,N,N,N,1723.02,2.2066,204,55.3,0.001835
NB010006755,2500,MID,5,667.08,832.92,0,N,N,N,N,7.95,0.2978,99,0.0,0.010716
NB010006762,2600,NE,8,3392.17,1607.83,0,N,N,N,N,210.67,0.3304,19,0.0,0.049416
NB010006769,2101,NI,5,150095.72,0.0,0,N,N,N,Y,0.0,5.5778,158,47.4,0.010923
NB010006776,2100,NW,6,96395.92,0.0,95,N,N,Y,N,458.66,2.6104,248,73.5,0.019828
NB010006783 ,2110,WAL,11,232583.67,0.0,0,N,N,N,N,2664.55,3.8806,103,80.1,0.067234
NB010006790,2500,NI,8,414.75,1085.25,0,N,N,N,N,5.1,0.232,96,0.0,0.051668
NB010006797,2110,NI,7,210689.04,0.0,130,N,N,N,N,2345.41,6.1372,106,73.3,0.039028
NB010006804,2600,NE,2,835.48,164.52,0,N,N,N,N,22.93,0.3562,43,0.0,0.001862
NB010006811,2400,MID,7,32564.15,0,0,N,N,N,N,582.21,0.172,66,0.0,0.031388
NB010006818,2100,SW,5,125270.07,0.0,0,N,N,N,N,1103.12,5.1379,134,59.2,0.007147
NB010006825,2400,LON,6,32001.1,0,5,N,N,N,N,1144.28,0.1832,33,0.0,0.016015
NB010006832,2100,NW,4,106095.72,0.0,0,N,N,N,N,1738.79,3.6082,72,65.0,0.005318
NB010006839,2110,SW,4,87750.96,0.0,0,N,N,N,N,699.64,3.8481,148,74.1,0.004656
NB010006846,2100,MID,5,146747.4,0.0,0,N,N,N,N,962.01,3.8852,180,41.9,0.009235
NB010006853,2400,SW,10,40589.86,0,0,N,N,N,N,577.06,0.1853,83,0.0,0.080452
NB010006860,2700,MID,5,16867.06,0,0,N,N,N,N,284.33,0.1328,70,0.0,0.010777
NB010006867,2110,NE,7,590538.35,0.0,0,N,N,N,N,4223.24,6.3932,165,72.2,0.029693
NB010006874,2400,MID,10,6745.76,0,0,N,N,N,N,234.12,0.1584,34,0.0,0.060551
NB010006881,2400,NW,10,34993.56,0,0,N,N,N,N,598.44,0.099,69,0.0,0.078445
NB010006888 ,2100,SCO,9,605569.72,0.0,0,N,N,N,N,2627.1,5.7348,272,42.5,0.048213
NB010006895,2130,LON,8,549920.27,0.0,0,N,N,N,N,7545.42,6.4625,86,69.0,0.026413
NB010006902,2101,NW,12,239731.31,0.0,5,N,N,N,Y,0.0,2.9103,70,62.6,0.104969
NB010006909,2500,MID,3,2782.84,217.16,0,N,N,N,N,46.25,0.346,71,0.0,0.00306
NB010006916,2110,NE,9,304228.35,0.0,190,N,N,Y,N,1291.33,3.8446,278,72.2,0.056829
NB010006923,2101,SCO,8,376295.6,0.0,0,N,N,N,Y,0.0,5.2737,86,63.5,0.029388
NB010006930,2100,MID,9,67358.19,0.0,0,N,N,N,N,369.69,2.6444,215,43.4,0.046861
NB010006937,2100,WAL,9,429808.27,0.0,0,N,N,N,N,2337.21,5.4803,217,41.7,0.042504
NB010006944,2400,SCO,5,34218.49,2500,0,N,N,N,N,791.72,0.2251,51,0.0,0.010951
NB010006951,2500,WAL,5,2543.12,5456.88,35,Y,N,N,N,214.35,0.308,14,0.0,0.006336
NB010006958,2500,SCO,8,1208.64,3791.36,130,N,N,Y,N,14.55,0.2106,98,0.0,0.031906
NB010006965,2100,NW,8,177142.92,0.0,62,N,N,N,N,836.11,2.9625,250,83.3,0.028641
NB010006972,2500,NE,5,6002.46,5997.54,0,N,N,N,N,68.77,0.2289,103,0.0,0.009058
NB010006979,2100,MID,7,485835.65,0.0,0,N,N,N,N,1976.85,5.7537,290,61.1,0.028827
NB010006986,2100,NW,8,395533.3,0.0,0,N,N,N,N,2592.94,3.4136,180,50.5,0.034792
NB010006993,2110,LON,7,207641.81,0.0,0,N,N,N,N,964.64,6.5785,254,78.1,0.039415
NB010007000,2500,NW,9,633.66,7366.34,0,N,N,N,N,43.98,0.3108,17,0.0,0.04631
NB010007007,2400,SCO,9,12139.17,0,0,N,N,N,N,201.75,0.1899,71,0.0,0.053815
NB010007014,2100,SW,8,183084.7,0.0,0,N,N,N,N,1293.65,3.9873,167,64.1,0.031023
NB010007021,2100,SCO,5,528280.16,0.0,0,N,N,N,N,6233.71,4.6121,100,45.2,0.007392
NB010007028,2110,SW,6,96273.52,0.0,0,N,Y,N,N,450.8,6.3685,252,73.0,0.013244
NB010007035,2100,SE,3,561492.2,0.0,0,N,N,N,N,5057.72,5.7516,131,49.3,0.004088
NB010007042,2700,NE,7,41205.64,0,0,N,N,N,N,1012.97,0.0964,48,0.0,0.036196
NB010007049,2600,NE,8,524.73,4475.27,0,N,N,N,N,10.32,0.2644,60,0.0,0.040245
NB010007056,2100,LON,7,134547.06,0.0,0,N,N,N,N,974.02,4.6096,163,85.5,0.02585
NB010007063,2700,NW,8,10009.37,0,0,N,N,N,N,181.71,0.0627,65,0.0,0.032754
NB010007070,2120,NE,12,472633.7,0.0,0,N,N,N,N,6196.75,8.3341,90,76.3,0.106835
NB010007077,2101,SE,4,513880.06,0.0,0,N,N,N,Y,0.0,2.8824,134,53.7,0.006867
NB010007084 ,2500,NI,3,2045.8,2954.2,0,N,N,N,N,96.56,0.3358,25,0.0,0.003354
NB010007091,2500,SCO,15,3696.61,1303.39,0,N,N,Y,N,47.93,0.2129,91,0.0,0.132736
NB010007098 ,2100,WAL,10,587752.75,0.0,0,N,N,N,N,7005.54,3.9175,99,59.4,0.072872
NB010007105,2500,SE,8,243.86,1256.14,0,N,N,N,N,6.12,0.3204,47,0.0,0.034946
NB010007112,2110,LON,8,188038.09,0.0,0,N,N,N,N,1584.89,5.1588,140,73.8,0.044859
NB010007119,2100,MID,8,146060.48,0.0,0,N,N,N,N,596.37,2.6302,289,77.7,0.035852
NB010007126,2110,SCO,14,602911.03,0.0,0,N,N,N,N,2634.94,6.0216,270,90.9,0.124015
NB010007133,2101,LON,3,64005.32,0.0,0,N,N,N,Y,0.0,5.8498,238,64.1,0.002718
NB010007140,2700,SCO,10,25682.95,0,0,N,N,N,N,319.01,0.094,95,0.0,0.052156
NB010007147,2600,NW,4,1920.74,579.26,0,N,N,N,N,47.22,0.3415,48,0.0,0.005528
NB010007154,2500,WAL,10,7206.29,793.71,0,N,N,N,N,146.61,0.2107,58,0.0,0.04149
NB010007161,2120,SE,7,404114.5,0.0,0,N,N,N,N,5960.69,4.2443,80,66.2,0.019255
NB010007168,2500,NW,7,1672.98,3327.02,0,N,N,N,N,26.68,0.3018,74,0.0,0.036441
NB010007175,2700,MID,12,29139.7,0,N/A,N,N,N,N,365.8,0.13,94,0.0,0.074083
NB010007182,2500,SW,11,1968.07,6031.93,0,N,N,N,N,20.02,0.313,116,0.0,0.096029
NB010007189,2100,SE,7,291916.0,0.0,0,N,N,N,N,3312.12,4.6366,104,86.0,0.030551
NB010007196,2500,SW,8,4806.33,193.67,0,N,N,N,N,189.05,0.3131,30,0.0,0.053246
NB010007203,2100,NE,9,619085.12,0.0,0,N,N,N,N,2590.5,5.6727,282,66.5,0.033452
NB010007210,2600,MID,7,4784.92,215.08,0,N,N,N,N,106.53,0.3465,53,0.0,0.019265
